,コナミスポーツクラブ,厚木,,ボディパンプテック,0,13:55,菅生 拓也,
,コナミスポーツクラブ,厚木,,ボディパンプ60,2,19:30,志村 宏喜,
,コナミスポーツクラブ,厚木,,ボディパンプ60,5,21:30,ボディパンプインストラクター,
,コナミスポーツクラブ,厚木,,ボディパンプ60,6,12:30,志村 宏喜,
,コナミスポーツクラブ,厚木,,ボディパンプ60,0,14:10,菅生 拓也,
,コナミスポーツクラブ,厚木,,ボディパンプ45,1,12:25,大島 愛美,
,コナミスポーツクラブ,相模大野,,ボディパンプ60,1,20:15,萬年 剛規,
,コナミスポーツクラブ,相模大野,,ボディパンプ60,4,10:30,萬年 剛規,
,コナミスポーツクラブ,相模大野,,ボディパンプ60,6,12:40,萬年 剛規,
,コナミスポーツクラブ,相模大野,,ボディパンプ60,0,11:15,三木 晴果,
,コナミスポーツクラブ,相模大野,,ボディパンプ45,2,11:55,(定員20名)萬年 剛規,
,コナミスポーツクラブ,天王町,,ボディパンプ60,3,20:45,織江聡子(定員制),
,コナミスポーツクラブ,天王町,,ボディパンプ60,6,12:10,古川 祥久,
,コナミスポーツクラブ,天王町,,ボディパンプ45,1,13:15,織江 聡子(定員制),
,コナミスポーツクラブ,天王町,,ボディパンプ45,0,14:30,古川 祥久,
,コナミスポーツクラブ,天王町,,ボディパンプ30,2,19:15,織江聡子,
,コナミスポーツクラブ,青葉台,,ボディパンプ60,4,13:35,福澤 利郎【整理券】,
,コナミスポーツクラブ,青葉台,,ボディパンプ60,4,20:45,島村 由紀,
,コナミスポーツクラブ,青葉台,,ボディパンプ60,5,16:00,池田 賢司,
,コナミスポーツクラブ,青葉台,,ボディパンプ60,6,14:35,島村 由紀【整理券】,
,コナミスポーツクラブ,青葉台,,ボディパンプ60,0,13:05,池田 賢司【整理券】,
,コナミスポーツクラブ,青葉台,,ボディパンプ45,1,20:30,島村 由紀,
,コナミスポーツクラブ,青葉台,,ボディパンプ30,1,10:20,池田 賢司【スタジオ拡張】,
,コナミスポーツクラブ,青葉台,,ボディパンプ30,3,18:40,島村 由紀,
,コナミスポーツクラブ,青葉台,,ボディパンプ30,4,10:15,池田 賢司,
,コナミスポーツクラブ,海老名,,ボディパンプ60,1,20:20,川渕亮太,
,コナミスポーツクラブ,海老名,,ボディパンプ60,4,20:20,白井慶,
,コナミスポーツクラブ,海老名,,ボディパンプ60,6,19:20,白井慶,
,コナミスポーツクラブ,海老名,,ボディパンプ45,3,13:30,吉岡さやか,
,コナミスポーツクラブ,洋光台,,ボディパンプテック,3,11:15,本城 愛実【整理券】,
,コナミスポーツクラブ,洋光台,,ボディパンプ60,4,20:30,白濱 美由紀,
,コナミスポーツクラブ,洋光台,,ボディパンプ60,5,12:05,【整理券】本城 愛実,
,コナミスポーツクラブ,洋光台,,ボディパンプ60,6,11:15,【整理券】鈴木美由紀,
,コナミスポーツクラブ,洋光台,,ボディパンプ60,0,14:15,【整理券】鈴木 美由紀,
,コナミスポーツクラブ,洋光台,,ボディパンプ45,3,11:35,本城 愛実【整理券】,
,コナミスポーツクラブ,洋光台,,ボディパンプ45,5,19:30,【整理券】鈴木 美由紀,
,コナミスポーツクラブ,武蔵小杉,,ボディパンプ60,1,20:00,宇野 明訓,
,コナミスポーツクラブ,武蔵小杉,,ボディパンプ60,2,19:45,宇野 賢明,
,コナミスポーツクラブ,武蔵小杉,,ボディパンプ60,4,15:15,渡辺 律子,
,コナミスポーツクラブ,武蔵小杉,,ボディパンプ60,4,19:00,萩原 悟,
,コナミスポーツクラブ,武蔵小杉,,ボディパンプ60,6,11:45,大坂 勇武,
,コナミスポーツクラブ,武蔵小杉,,ボディパンプ60,0,11:15,渡辺 律子,
,コナミスポーツクラブ,武蔵小杉,,ボディパンプ60,0,16:00,宇野 賢明,
,コナミスポーツクラブ,武蔵小杉,,ボディパンプ45,2,11:10,加藤 由美,
,コナミスポーツクラブ,武蔵小杉,,ボディパンプ30,3,19:00,渋澤 有理子,
,コナミスポーツクラブ,三ツ境,,ボディパンプ60,3,20:15,田井 誠士,
,コナミスポーツクラブ,三ツ境,,ボディパンプ30,1,13:15,南 朋,
,コナミスポーツクラブ,三ツ境,,ボディパンプ30,2,13:15,田井 誠士,
,コナミスポーツクラブ,横浜,,ボディパンプ60,1,13:50,中島 身和,
,コナミスポーツクラブ,横浜,,ボディパンプ60,1,21:00,坂本 拓音,
,コナミスポーツクラブ,横浜,,ボディパンプ60,5,12:50,黒山 祐三郎,
,コナミスポーツクラブ,横浜,,ボディパンプ60,5,22:15,松田 淳一,
,コナミスポーツクラブ,横浜,,ボディパンプ60,6,15:15,中島 身和,
,コナミスポーツクラブ,横浜,,ボディパンプ60,0,17:20,坂本 拓音,
,コナミスポーツクラブ,横浜,,ボディパンプ45,3,14:10,高原 朋子,
,コナミスポーツクラブ,川崎アネックス,,ボディパンプ60,1,21:05,松尾 優輝 【整理券34名】,
,コナミスポーツクラブ,川崎アネックス,,ボディパンプ60,2,11:15,原田 雄輔【整理券34名】,
,コナミスポーツクラブ,川崎アネックス,,ボディパンプ60,3,13:40,谷川 勇樹 【整理券34名】,
